year,title
2011,"Trends in health of older adults in the United States: past, present, future."
2011,"Disease prevalence, disease incidence, and mortality in the United States and in England."
2011,Prevalence of overweight and obesity among school children in suburb Thailand defined by the International Obesity Task Force Standard. [corrected].
2011,"The obesity epidemic: challenges, health initiatives, and implications for gastroenterologists."
2011,[Food diversification: accepted ideas and scientific proofs].
2011,[Obesity and complementary feeding time: a period at risk].
2011,Why should the gastroenterologist bother about obesity? An oncologic point of view.
2019,Current trends in targeting the hormonal regulation of appetite and energy balance to treat obesity.
2012,Surgical results of single-incision transumbilical laparoscopic Roux-en-Y gastric bypass.
2011,Positive response to binge eating intervention enhances postoperative weight loss.
2011,"The association among interpersonal problems, binge behaviors, and self-esteem, in the assessment of obese individuals."
2011,"Impact of obesity on the psychometric properties of the Diagnostic and Statistical Manual of Mental Disorders, Fourth Edition criteria for major depressive disorder."
2011,"Acute effects of hyperglycaemia on asymmetric dimethylarginine (ADMA), adiponectin and inflammatory markers (IL-6, hs-CRP) in overweight and obese women with metabolic syndrome."
2011,Hypertension in Thai children: a report from a hospital in suburban area.
2011,[Naturopathy consultation. Obesity].
2011,[Finns living in Sweden have poorer health than native Swedes. But their psychological well-being is the same].
2011,The emerging problem of diabetes in the seriously mentally ill.
2011,Current and potential roles of ghrelin in clinical practice.
2012,Alimentary limb mesenteric thrombosis after laparoscopic Roux-en-Y gastric bypass.
2011,Dercum's disease as a cause of weight loss failure after gastric bypass surgery.
2011,Effects of hyperinsulinemia on glucose and lipid transporter expression in insulin-sensitive horses.
2012,"Metabolic syndrome in subjects at high risk for type 2 diabetes: the genetic, physiopathology and evolution of type 2 diabetes (GENFIEV) study."
2011,Emerging targets for the treatment of obesity.
2011,Type 2 diabetes: a family affair.
2011,Obesity in children with Down syndrome: background and recommendations for management.
2011,Medical problems in children with Down syndrome in the Erzurum area of Turkey.
2011,[Overweight and obesity in childhood and adolescence].
2011,A simple method to sort ESC-derived adipocytes.
2011,Factors associated with attrition and success in a worksite wellness telephonic health coaching program.
2011,Total hip and total knee arthroplasties: trends and disparities revisited.
2011,[Weight reduction with non-alcohol regime in obese persons].
2011,Orlistat without a prescription. The SPC now contains more situations where patients are advised to consult a doctor.
2011,Meralgia paresthetica affecting parturient women who underwent cesarean section -A case report-.
2011,Adolescents' health behaviors and obesity: Does race affect this epidemic?
2011,"Overestimation of own body weights in female university students: associations with lifestyles, weight control behaviors and depression."
2011,Changes in lipid and carnitine concentrations following repeated fasting-refeeding in mice.
2011,Superior response to pegylated interferon and ribavirin in Asians with chronic hepatitis C.
2011,Leptin and the Regulation of Renal Sodium Handling and Renal Na-Transporting ATPases: Role in the Pathogenesis of Arterial Hypertension.
2011,"Cognitive profile, parental education and BMI in children: reflections on common neuroendrocrinobiological roots."
2011,Generalized acanthosis nigricans related to type B insulin resistance syndrome: a case report.
2011,Prepregnancy obesity and birth defects in Rhode Island.
2011,"Inhibitory effect of (E)-1,2-di(3,5-dimethoxyphenyl)ethene on 3T3-L1 adiopocyte differentiation."
2011,"SGK, renal function and hypertension."
2011,A survey of metabolic syndrome and its components in Thai medical cadets.
2011,Leptin levels in cord blood and anthropometric measures at birth: a systematic review and meta-analysis.
2011,Successful strategy to improve glucose tolerance in Thai obese youth.
2011,[Adipose tissue as an endocrine modulator: hormonal changes associated with obesity].
2011,[Association between a cardiovascular risk score and early markers of atherosclerotic disease in Chilean children].
2011,[Effects of psychological support as an adjunct to a weight reducing program among obese children].
2011,[Physical activity and cardiovascular risk factors among Chilean young men and women].
2011,[Frequency of obesity and overweight among school age children living in southern Chile].
2011,Study on obesity and influence of dietary factors on the weight status of an adult population in jamnagar city of gujarat: a cross-sectional analytical study.
2011,Migrant networks and pathways to child obesity in Mexico.
2011,Adipokines as novel biomarkers and regulators of the metabolic syndrome.
2011,Weight after childbirth: a 2-year follow-up of obese women in a weight-gain restriction program.
2011,Vaginal cleansing and postoperative infectious morbidity in vaginal hysterectomy. A register study from the Swedish National Register for Gynecological Surgery.
2011,The 2009 Oklahoma youth risk behavior survey.
2011,Clinical and laboratory features of youth onset type 2 diabetes in Jamaica.
2015,Clinical Obesity - a new journal for a new clinical era.
2013,"Revisional bariatric surgery for failed gastric banding in Asia: a review of choice of revisional procedure, surgical technique and postoperative complication rates."
2011,"Dissociation between APOC3 variants, hepatic triglyceride content and insulin resistance."
2011,"Insulin sensitivity, serum lipids, and systemic inflammatory markers in school-aged obese and nonobese children."
2020,mTOR Signaling and Entrainment of the Mammalian Circadian Clock.
2011,Variations in the probability of depression screening at community-based physician practice visits.
2012,Long-term follow-up of a pseudohypoparathyroidism type 1A patient with missense mutation (Pro115Ser) in exon 5.
2012,Gender differences in cardiovascular risks of obese adolescents in the Bronx.
2012,The effect of insulin resistance and obesity on low-density lipoprotein particle size in children.
2011,Association between the corrected QT interval and carotid artery intima-media thickness in obese children.
2011,Evaluation of nutritional status in Turkish adolescents as related to gender and socioeconomic status.
2011,Insulin resistance in obese children and adolescents: HOMA-IR cut-off levels in the prepubertal and pubertal periods.
